,arpu_9
10474,158.011
17643,204.134
14355,817.525
21404,226.007
19429,39.0
14599,862.135
3377,503.35
19512,92.962
2895,17.0
14217,408.085
1003,77.686
13250,497.145
12416,515.679
21296,79.274
20614,256.4
16661,742.761
6489,0.0
12301,98.646
20036,190.665
21074,69.714
11250,183.448
8864,192.992
14697,192.062
7988,125.31
13757,13.996
17922,300.723
1738,291.06
15951,85.148
19635,357.612
9775,264.75
13565,39.538
14066,364.777
11442,248.589
6431,263.516
12618,38.716
9788,63.705
10417,78.119
22914,545.475
17674,26.228
13663,846.61
20584,112.341
12667,86.71
4006,47.896
4669,554.587
10896,171.87
11989,172.191
17491,122.576
11483,418.927
21486,337.255
6818,434.07
16063,367.058
13110,215.113
201,180.726
8688,61.259
4082,487.783
792,0.28
8799,114.196
281,38.26
21687,80.897
17385,475.932
20565,0.0
22613,0.0
5352,148.731
1087,213.483
9094,202.846
2928,15.153
9948,108.652
15507,310.495
15158,54.329
8301,237.338
17084,231.523
16445,10.277
19800,131.769
7643,226.561
156,87.509
3380,242.131
20909,130.49
18355,72.386
2707,219.393
14849,228.495
15023,10.8
12125,329.631
10561,228.199
10025,23.801
4356,64.8
6993,91.66
22657,550.653
4995,485.513
16295,194.296
19870,216.569
20102,137.442
11509,71.853
5180,696.635
7190,9.306
16857,377.335
12604,349.801
22849,529.914
8789,141.103
15498,0.0
3323,406.502
12398,366.159
12217,0.0
20749,245.537
20233,154.872
3970,119.085
7348,339.538
5148,276.884
17030,228.934
18769,211.015
7180,36.715
20035,492.684
2520,408.692
16766,0.0
9931,511.164
19341,95.28
18583,154.726
6598,1.71
13518,294.934
19613,53.107
11554,159.411
22796,227.055
20197,167.858
11865,190.073
7326,420.068
13925,498.089
5665,121.421
22846,136.461
17499,318.052
5588,611.957
3770,108.85
6932,100.53
12663,446.446
15191,173.318
10490,109.818
4267,223.815
13777,275.031
16637,384.984
20187,0.0
10043,276.866
2303,37.888
22979,311.182
16294,49.12
20111,113.038
19581,243.508
11626,520.967
20691,249.197
22750,230.046
22957,263.378
15713,317.732
7787,188.763
19528,188.621
12622,326.463
10646,323.703
21118,291.349
7338,220.484
14296,571.877
15873,9.496
20256,288.945
12709,283.962
1696,148.291
22488,21.636
18074,147.639
14465,92.584
5059,292.714
468,508.404
17794,9.188
3521,229.226
17135,394.632
168,273.03
1892,12.53
86,1.26
14674,223.738
4675,851.68
6909,77.509
2100,618.885
19848,551.076
14514,199.684
19,32.716
13946,53.189
17569,12.3
2546,641.135
16099,535.21
14315,100.484
20301,23.0
14785,397.148
14841,16.274
9823,1.78
5152,143.279
10648,318.418
21673,169.92
22107,124.799
19964,60.204
2425,-15.824
363,470.445
2797,323.03
21561,114.204
17789,654.756
20615,480.836
6788,313.391
16578,205.611
11112,212.344
19129,338.853
14920,197.244
15057,1.5
8619,130.427
17814,172.279
9151,183.89
309,15.136
447,327.056
3652,37.362
15843,139.636
1425,436.672
6840,349.589
5439,310.51
21582,109.617
20683,205.43
22174,86.866
22909,877.165
17920,4.5
1047,61.301
3447,266.53
2169,242.586
12645,497.988
8824,584.317
7567,152.896
12938,128.288
22819,736.769
16883,322.524
14550,29.995
10123,775.839
6433,43.405
19284,277.298
5943,162.389
19571,31.662
8855,104.671
20275,450.346
258,8.819
18387,297.852
6001,842.14
12020,226.69
7589,434.57
19678,403.058
22987,123.613
10990,213.81
17739,-14.404
11624,75.586
5406,181.156
11979,0.0
6811,154.0
3017,192.562
9894,82.252
19137,160.3
7940,613.03
15522,88.049
4341,556.801
22943,456.238
16341,137.644
12319,33.394
12889,59.219
3403,36.938
12480,328.168
1180,110.621
17843,44.769
21585,85.637
7995,126.92
10267,139.616
18904,194.237
15728,130.049
12085,70.107
22720,513.777
2402,87.98
21732,172.32
22309,555.559
18732,87.329
20006,249.274
14711,316.058
10404,182.621
11840,49.614
16824,379.11
7381,90.103
11735,376.082
8798,110.419
2579,401.044
8418,759.55
5051,650.157
20207,234.376
15597,474.887
1297,46.107
3871,517.838
21344,505.722
20794,643.96
22907,50.489
319,13.993
12163,395.248
14622,241.998
12880,781.682
4114,246.402
19927,0.0
11642,26.642
3836,9.65
874,94.695
4662,533.741
18433,665.92
20455,61.164
4257,114.185
7728,427.914
12612,186.297
658,555.122
20400,243.025
12171,46.902
18,257.583
21937,106.68
2959,248.305
10205,335.566
5012,669.534
4546,310.214
1010,255.251
76,238.817
21087,365.297
19521,178.977
3216,472.748
11358,314.765
4289,180.774
10328,223.564
1485,482.64
21584,380.853
7421,206.77
16605,99.971
17903,201.816
663,3.39
3733,626.818
5002,101.347
2029,419.532
19586,573.195
21449,190.23
3505,455.394
13578,292.932
4313,611.775
236,116.6
16943,628.906
394,718.601
12371,27.283
4841,141.59
20002,558.026
22559,265.773
8028,138.552
20470,155.849
16921,323.049
7023,210.244
1583,8.915
14958,128.179
1002,142.838
13873,200.833
7325,197.69
12243,345.352
21990,231.032
17676,523.552
1258,271.135
19590,374.734
21424,766.818
16035,231.541
16920,451.316
3509,339.886
14307,87.696
7708,118.889
16929,426.098
17809,430.571
8842,8.112
1976,70.541
3864,6.54
20747,53.71
12147,35.627
4492,60.791
22857,487.676
2040,82.802
9548,271.958
5009,74.146
18571,55.166
4710,242.299
8528,242.972
18086,97.581
13053,269.246
22254,158.496
15029,29.34
6585,271.862
8445,545.738
8781,795.884
15535,248.815
5299,99.44
1853,55.872
7057,829.892
6607,134.896
11597,183.797
5006,126.661
8297,87.188
1353,253.543
22935,91.746
1588,148.596
20540,482.061
19221,69.339
816,10.289
1129,250.502
1344,560.186
9245,110.758
5385,119.48
17234,57.894
8640,206.052
19640,64.519
20498,590.437
8468,101.221
15370,355.536
6475,119.038
18246,127.275
16308,0.0
18428,132.627
9072,534.296
11048,0.0
2734,9.381
17319,138.636
22711,783.368
18425,324.282
13763,190.707
20120,24.28
11049,95.0
19498,248.326
20089,77.869
7557,389.597
13327,300.95
9007,405.883
15607,347.722
5337,144.426
4228,243.322
21586,0.18
2449,606.455
22726,115.023
11189,217.348
17106,101.734
7731,239.494
11655,344.308
548,348.035
7262,161.232
243,217.608
6869,184.329
12150,203.669
21618,4.02
22396,129.356
116,874.938
18803,75.596
13315,102.022
13421,319.444
7620,63.979
2920,1.0
3383,265.632
7044,69.7
4825,133.427
3468,236.106
20169,207.765
1598,226.152
9278,11.528
9427,147.035
19735,412.958
13871,129.438
9353,334.692
16138,112.651
2881,113.599
14774,257.9
20343,118.016
2188,250.626
21471,86.424
21736,88.04
8098,22.47
3203,321.719
22115,19.38
11116,302.835
3571,177.284
21694,99.314
19167,392.552
4366,204.564
7580,125.419
12013,419.444
12772,268.906
10425,152.331
12194,265.64
1185,314.751
18156,62.644
3101,323.713
7700,294.385
19792,68.597
12310,181.331
21634,302.563
942,283.799
22062,252.378
20266,88.366
4461,44.354
1058,318.451
18205,377.5
17950,252.54
14907,125.535
14517,108.498
7459,95.42
5940,262.982
7107,133.994
8933,213.992
20765,42.157
3588,260.257
3324,526.234
6284,149.957
9160,721.604
9002,818.916
2771,193.253
13155,375.663
10184,192.58
10585,546.99
4231,194.388
8664,686.852
5231,506.603
254,447.975
1691,285.157
4424,278.646
5019,169.782
2135,211.752
10479,73.83
7710,301.615
2043,169.474
20637,301.978
13368,199.907
8617,445.236
9822,281.583
8508,209.731
6026,397.88
21311,385.662
3369,27.543
11473,216.774
5659,222.217
9946,450.323
7388,335.303
6682,304.299
9666,255.402
6339,548.78
11769,107.546
15206,277.056
3794,59.86
14204,303.149
406,198.783
2193,93.16
5010,690.163
5694,185.152
3263,23.17
8000,10.3
16798,255.821
15960,33.818
22807,304.593
12088,180.196
7003,103.396
15054,333.912
5254,7.2
1834,9.172
4357,41.181
7703,490.811
7414,26.396
3728,1.5
20620,548.754
9379,8.145
10743,886.802
2267,490.769
7173,303.0
11550,435.788
13967,161.066
22176,81.14
8915,426.9
12365,40.79
18795,93.4
1734,388.335
16864,232.6
285,348.049
16698,127.366
185,846.401
16477,386.989
15839,233.733
18165,222.046
13211,170.78
14571,140.227
11188,63.643
15615,151.83
20861,117.591
16887,122.396
9627,27.45
9400,343.81
17431,170.509
5906,103.942
16184,34.259
6738,443.46
5584,239.514
3710,258.732
10639,107.57
17570,440.383
4845,482.075
20884,76.42
21604,39.69
6688,399.925
15440,152.825
6970,156.465
17667,27.96
19010,502.575
9159,442.294
6564,245.156
15482,190.402
11758,90.786
7582,555.974
2793,95.258
13694,106.649
20443,44.579
2103,57.717
13683,167.891
19685,228.502
11466,7.8
8784,377.542
1230,19.1
21267,201.022
10760,600.71
14426,25.5
7722,143.205
1771,39.173
16472,51.539
7442,346.719
11002,415.252
5875,284.57
15620,89.561
2269,83.81
18012,141.193
19940,296.332
16786,328.598
8919,327.458
20582,245.342
15568,59.937
1178,362.24
16530,105.858
1491,400.889
14240,69.735
2017,508.24
22180,129.929
15305,29.485
7515,849.58
7837,853.253
18743,254.342
17564,179.007
19024,0.0
19316,239.933
15349,67.941
22946,129.796
19165,298.954
12832,1.5
8020,294.227
11622,372.557
6889,373.825
22275,95.385
6088,0.03
18608,104.731
9273,578.798
16843,311.195
14645,206.506
15327,466.912
4918,297.296
10933,171.928
8034,25.128
12665,142.375
4083,230.488
15537,238.339
3781,54.373
9027,90.963
4583,125.888
22875,103.06
6310,822.148
31,120.0
1605,288.622
1993,336.171
2205,-2.007
11810,63.35
5201,154.1
18027,18.35
10707,539.784
16842,70.42
5621,99.452
4249,68.191
20831,265.679
21462,364.313
10613,246.557
19524,240.073
2741,540.769
16936,277.759
17908,82.874
17374,389.286
3167,137.801
22090,75.28
9831,366.845
11257,659.812
8320,146.506
8925,180.776
21692,76.043
12323,59.134
8721,19.946
11493,26.63
3703,34.0
20946,228.992
19747,682.875
9607,165.596
15747,587.27
2791,210.239
18271,664.241
16253,266.69
219,835.78
9305,596.168
5315,303.024
3448,281.339
13183,0.0
60,239.916
12389,225.335
4214,523.025
19542,129.277
903,175.53
11799,39.293
19731,53.97
13974,365.05
17433,48.886
9855,66.436
10377,110.157
2212,108.517
21975,80.075
19794,192.467
13877,110.81
7628,369.783
2416,357.744
11996,544.121
18008,70.82
3681,452.97
2622,182.777
6686,458.373
6304,254.836
773,191.719
14708,720.502
7904,193.024
12764,14.43
17881,418.812
16271,366.04
18841,307.797
637,106.636
17395,0.0
2117,498.358
13554,25.726
6265,104.699
206,148.575
10484,300.032
5829,77.245
14798,96.953
1218,42.481
17027,81.27
4158,44.547
22199,85.287
7528,190.756
14827,540.12
20314,558.015
5650,412.379
18229,274.657
339,115.34
6721,120.165
12840,72.991
16892,206.01
9494,349.209
19644,70.41
2698,672.102
20276,41.28
2563,508.076
5262,51.454
21167,149.921
57,281.71
449,158.599
12838,778.393
11215,112.765
5657,124.086
19396,14.129
15674,253.856
9189,401.294
12091,84.916
19582,264.877
14565,197.274
14423,1.0
15533,67.4
6538,270.138
16492,509.658
1220,651.636
10747,242.45
11097,174.833
1349,350.987
265,350.555
11333,185.218
15823,31.99
18860,68.235
9099,17.895
15890,284.841
14518,0.0
2676,26.19
5287,226.814
12698,0.08
21104,249.969
9215,224.439
1804,45.81
10537,182.957
19757,700.967
3761,145.77
4244,101.04
13246,112.038
2890,163.347
2356,707.266
75,369.708
1957,183.927
10961,-7.038
20461,283.958
8495,59.8
10386,71.637
22755,586.371
12056,249.293
13378,167.871
20915,683.993
20265,454.246
47,153.177
3162,506.945
14389,643.866
20501,99.4
21796,648.19
12292,93.268
9336,128.729
7467,242.569
2640,48.771
4149,557.205
17167,394.314
12909,385.626
6105,589.989
21738,492.062
15001,243.192
12595,258.674
4274,138.945
6316,210.747
15142,357.424
10223,482.49
12098,669.469
17185,613.212
732,345.133
11275,172.922
1061,331.615
3986,181.303
308,537.555
7433,590.643
3020,55.276
9175,613.655
9965,475.126
1086,106.583
14925,5.56
5837,474.826
13010,118.954
16359,807.586
22797,150.93
18971,129.522
16958,17.74
7406,246.566
22288,288.661
461,50.142
10959,113.69
9904,203.61
1589,753.963
5569,507.979
22552,257.236
545,106.419
4717,161.966
11289,211.932
21553,386.72
4463,347.634
1898,204.558
5469,52.844
9924,0.0
13133,0.0
1604,356.044
2156,181.472
21712,105.65
2860,522.68
14757,497.91
12623,165.811
8005,237.537
15863,351.658
14679,224.948
21323,132.796
19036,491.237
9545,0.51
21224,331.965
7068,71.75
881,130.19
22013,267.743
19016,63.396
19883,16.987
8905,53.32
12395,61.148
22077,4.5
3423,190.822
13400,626.973
7012,160.219
14461,111.896
21810,430.513
4240,809.616
21446,131.756
6747,84.28
1458,88.43
2459,331.301
4192,54.586
17995,139.708
9241,73.755
17699,140.441
9,166.787
17485,467.347
8564,383.789
3321,293.138
14209,22.941
796,34.261
16352,214.063
15274,762.108
255,81.794
2598,164.203
18716,188.209
1673,0.0
7801,155.186
20410,128.729
1402,121.324
8601,182.476
17575,94.55
18789,0.65
8663,0.0
19902,541.872
15355,126.292
20219,469.004
15616,32.038
6856,0.0
7910,78.97
22510,0.0
9583,339.236
16098,63.435
11835,124.397
15392,65.529
21737,61.086
7534,75.688
8470,442.11
5920,0.0
10777,225.174
19803,341.088
17232,129.043
965,172.7
6435,328.408
2039,151.515
18887,581.168
4397,276.215
2050,50.29
8820,167.863
22518,89.7
15115,595.134
7441,227.555
5946,60.706
9790,264.097
12969,0.0
17520,144.61
3549,11.65
6303,185.576
16404,128.263
2961,126.165
13867,387.676
14799,182.328
16791,212.663
8987,244.721
2218,63.055
14955,265.451
8531,829.74
10681,227.704
12635,424.903
16899,428.938
11352,0.2
17225,25.939
5661,618.33
17277,828.722
21968,441.047
8829,690.075
10071,10.0
19362,203.409
6875,202.805
517,54.492
21515,349.552
19179,51.296
13882,127.742
471,804.126
418,81.448
6123,25.749
17503,285.283
19014,272.582
4394,26.535
3149,412.394
14653,527.227
23,0.3
22307,235.148
22676,10.07
5706,250.782
13562,190.408
10603,228.054
19875,195.651
5070,0.7
7517,525.438
11347,143.162
21061,423.864
15148,180.102
10283,438.092
14370,114.777
3912,8.939
1522,58.136
20594,171.147
1208,289.694
11326,229.037
15732,75.088
11603,39.69
9845,273.827
1064,62.368
2122,7.5
15184,407.1
16320,119.844
10037,59.144
20261,430.353
21477,816.782
3495,509.928
15753,556.92
9587,227.957
19632,494.707
19888,36.341
19736,315.932
11919,186.854
8653,199.93
1113,557.092
358,47.059
3974,57.184
1811,449.106
18032,391.689
2896,288.612
5732,433.229
18853,583.532
7634,72.739
5506,237.703
2814,368.553
22328,349.804
4891,251.988
15654,197.653
6089,349.946
8189,520.055
14909,56.956
16954,469.829
17207,175.696
4729,88.771
21847,62.839
8302,111.646
3872,153.69
8239,46.623
5107,390.795
22110,659.11
11659,136.564
9224,649.464
12118,646.479
13135,121.55
12724,213.788
15623,69.15
10419,76.532
5784,675.95
3622,85.78
11819,171.554
20351,254.505
21765,193.076
20250,18.342
11356,244.012
15884,327.57
13866,84.347
889,109.093
6784,170.04
1935,127.477
10609,0.0
2331,63.8
20992,1.5
8279,137.723
1933,242.098
22063,151.197
20033,53.258
13177,752.648
5161,36.363
5046,260.356
15933,112.712
14610,470.575
2927,94.018
9993,0.0
12958,110.752
4291,122.269
8873,342.571
12006,307.216
13738,752.928
10365,789.014
16272,109.282
8803,369.316
1681,426.426
1638,661.428
11516,227.593
10735,199.277
9506,0.41
13376,8.08
9640,274.059
1717,245.792
18559,156.922
6205,105.372
18380,60.443
7673,34.775
10346,130.734
9991,109.174
379,0.29
18912,45.452
11020,316.49
20007,274.207
2083,131.999
2165,571.466
16334,170.09
10011,22.083
11557,213.4
1429,124.839
8525,20.094
18493,178.017
21960,292.949
17147,475.316
16658,38.81
20384,85.0
3577,769.444
127,257.951
15904,169.453
11130,66.457
12082,267.379
15802,301.112
21932,108.057
20085,575.327
14878,9.011
22204,127.996
19970,145.493
17900,85.181
14559,218.698
2773,125.942
241,65.804
854,138.669
15736,0.6
13786,113.359
108,148.9
10985,126.485
18981,197.876
18804,544.773
16566,172.194
20076,-26.468
1012,882.545
14857,294.142
9703,0.51
864,375.218
3496,244.871
12283,688.579
9601,374.441
18973,309.588
17213,510.697
8846,498.673
8488,152.463
13985,176.339
466,261.869
16701,193.602
4222,302.489
5504,3.43
20728,16.8
11101,620.75
173,66.277
15030,27.375
16979,421.235
8569,233.356
19404,488.938
18720,52.05
7052,171.722
15109,65.0
13567,22.076
3418,12.956
10215,230.152
2820,204.81
12494,236.272
10571,96.814
6752,255.005
14621,188.547
13236,270.605
12696,126.1
22631,178.012
13844,256.544
15127,32.65
15920,67.146
8904,82.785
14453,250.377
22795,436.954
21928,76.946
14825,198.965
7625,51.115
1052,132.027
6244,442.977
13273,161.656
5132,94.63
6473,126.9
4152,429.204
4426,163.294
22675,623.477
7618,0.0
120,265.224
5440,587.386
5072,62.909
4642,808.893
6256,2.0
3273,126.968
17759,351.086
20488,296.783
9577,40.138
16126,484.467
1495,158.411
7533,506.154
9980,63.301
18802,181.196
7786,19.606
7899,66.765
17026,488.094
19437,251.056
16216,59.307
12200,455.013
22768,145.24
12600,21.6
5723,17.249
4201,319.148
4879,243.413
17639,214.434
10792,573.121
10096,49.37
6541,71.818
16630,88.017
18389,521.862
15576,127.187
7159,116.417
8016,486.141
3725,425.36
21872,5.528
21823,426.17
10219,108.852
21002,287.106
22017,26.444
2550,271.253
2445,630.545
8886,469.781
19000,182.098
2973,305.218
17954,94.346
18023,150.742
20949,283.065
19460,831.763
2401,56.91
22449,123.567
884,331.011
18334,106.962
14062,378.166
5908,343.779
13773,207.82
7756,0.31
8766,229.925
13326,442.914
8682,112.34
777,287.936
1779,258.026
2766,33.45
6577,167.853
3698,539.901
17414,118.688
9594,77.92
2570,71.863
10402,398.519
21644,71.99
8660,273.232
16763,181.317
7777,138.666
13698,105.816
3153,314.651
22402,225.291
16771,187.762
16396,384.189
7570,682.776
8221,508.016
20518,289.181
9255,175.566
9187,645.043
20008,7.684
22202,251.923
15458,767.661
18140,154.814
3920,58.907
8574,1.66
9049,0.68
19048,445.676
5669,0.0
17276,178.381
22660,434.348
10053,528.384
8575,235.253
13163,26.114
21596,30.056
5909,395.243
381,0.3
13530,12.63
6140,422.18
11030,95.106
4435,268.593
18704,0.0
11754,278.738
12549,3.75
22272,152.084
6961,76.385
22662,501.903
17828,160.854
6045,224.786
21443,173.143
109,104.829
3788,650.318
19830,471.676
960,207.147
20196,502.512
11152,310.932
16087,407.599
2716,178.584
16447,245.264
14322,305.321
1685,69.48
10524,231.538
6696,77.445
19126,250.218
20864,8.8
13789,194.867
19604,856.329
15836,111.771
10937,13.0
848,34.45
14245,93.469
8907,473.348
5138,44.847
1582,386.523
20223,315.297
6281,115.168
18876,427.041
11565,583.689
11009,199.037
20365,157.235
20610,288.946
17671,490.854
21786,643.365
15994,419.131
899,158.175
12664,144.474
4371,226.875
17895,275.442
5135,253.62
8390,324.222
5377,511.229
12798,369.992
2376,381.023
2141,194.788
21083,94.85
12052,0.0
2342,230.236
17077,65.2
17841,230.139
12490,77.7
592,174.047
7081,250.573
20862,717.916
8880,143.999
13564,163.428
21226,79.654
2068,363.711
22940,386.753
3984,350.721
10488,8.95
10276,90.28
16672,41.88
22932,441.877
7617,607.34
12915,229.642
17492,331.812
13027,0.44
11471,232.272
15903,0.0
3669,0.0
17597,53.6
4975,609.852
18471,121.696
13912,173.902
21662,248.55
9489,591.49
18585,204.556
20547,284.311
150,420.73
15678,37.925
3816,32.716
6189,147.524
6777,202.211
2914,720.185
11541,162.702
20961,0.0
727,363.586
21755,868.294
18116,132.5
16344,309.379
2702,72.512
19202,336.418
18742,156.589
9633,294.995
19374,0.0
14137,106.935
20000,580.968
1368,166.565
6309,429.049
641,225.241
15754,481.986
10964,66.701
11361,42.966
5073,0.0
14851,71.624
8538,212.044
7986,248.43
16056,0.2
8152,34.6
15314,188.42
9472,60.427
10077,93.499
3629,60.47
22348,222.162
2697,289.992
3305,23.74
6272,792.552
10942,54.58
13411,155.696
16268,237.981
13914,540.285
10851,285.822
17249,165.303
18966,139.45
7648,312.698
21590,602.166
14913,57.181
1945,300.26
8818,289.906
6243,82.807
500,211.796
20964,333.358
10323,291.7
19494,368.64
21001,68.384
4384,200.422
7822,144.663
8287,34.406
10264,36.66
19741,295.285
12551,335.138
15183,248.258
20628,561.801
3130,209.076
20239,17.962
21714,11.245
14899,158.268
6023,28.812
4343,210.642
17019,19.255
2197,175.7
6122,148.247
6741,94.337
5342,109.871
1965,89.53
3782,105.918
16008,77.34
10277,285.508
20140,194.164
16865,294.974
15587,0.0
10381,117.546
2426,275.026
4847,396.25
18587,147.47
7686,108.443
17396,437.319
6203,144.479
17316,149.838
13425,89.436
11934,389.032
9785,251.035
12149,0.0
17149,311.777
5332,65.87
5846,408.504
1695,251.992
1967,156.976
1581,210.892
15603,366.759
8680,108.226
9847,79.498
5739,154.954
13580,618.71
8444,65.627
11334,74.844
9347,221.174
9083,188.726
14391,535.864
3398,166.522
15196,347.864
4241,9.624
21774,34.44
8928,35.421
2293,-4.5
16867,10.717
15577,26.089
7885,381.826
11367,242.75
21016,258.5
18521,221.316
16994,67.747
667,48.494
16002,378.85
19391,51.596
16522,51.745
16828,181.833
7259,307.014
15677,495.242
19256,220.264
16952,274.961
6221,512.488
8819,369.704
18244,123.789
3068,43.4
2515,747.658
21163,127.997
4142,408.156
9960,109.346
21671,196.396
10781,585.256
18713,44.04
4251,135.676
15450,850.197
12534,121.039
1287,426.441
9297,246.689
16876,113.416
3353,267.5
636,0.0
15867,567.244
10434,538.758
3112,303.105
4823,205.845
9536,280.145
642,297.309
6097,78.981
1783,196.962
863,366.684
8896,165.896
16128,197.134
14964,476.662
14408,281.453
13502,489.67
10353,155.036
12370,165.724
15106,249.401
2713,17.64
11104,202.068
7469,257.828
17099,248.658
9070,256.803
1403,510.97
15502,144.506
21631,32.04
19448,460.868
13595,247.458
21580,0.0
17862,680.565
452,149.95
15806,65.27
22851,232.508
12190,47.44
20289,46.267
19096,90.25
19700,402.258
16401,568.355
8505,632.529
17669,88.489
17778,260.972
14321,-13.33
5475,398.806
17505,141.745
16886,789.091
6415,652.583
17368,164.436
22854,103.196
1150,90.02
12734,86.83
20771,34.831
4338,220.312
11912,201.789
7103,460.184
17489,97.057
17690,159.669
15966,83.074
14943,100.092
10060,394.605
18201,197.596
21351,99.41
10582,0.75
19666,214.58
19893,0.27
7720,144.814
1228,10.886
18827,97.086
10241,146.683
15643,55.23
7939,38.17
15520,46.457
18357,0.0
4762,212.914
19599,612.412
14422,137.416
21076,554.936
4974,355.316
10068,136.342
20911,94.369
19312,178.778
16203,0.0
8182,27.233
14533,245.956
15024,124.871
16232,429.798
22743,122.365
2611,719.229
7860,203.114
8815,235.0
12972,389.118
5249,290.936
3708,42.472
19844,54.49
19530,208.607
13679,41.116
17475,358.757
12440,255.176
17048,247.514
13222,117.65
21556,372.669
9806,851.901
19378,317.564
4621,278.962
5447,366.68
10300,346.118
16085,132.585
21752,438.597
12978,185.09
15430,427.62
7267,242.1
6764,191.96
17345,168.268
13372,638.892
15952,128.928
8322,711.114
15653,52.6
21674,206.807
8481,174.828
22556,387.521
12248,471.829
7779,213.797
7142,448.418
20991,250.814
15157,766.263
4416,184.869
12111,660.382
9602,90.12
17270,385.721
16408,184.154
17523,25.346
17160,350.925
11863,458.364
1617,446.971
2995,295.626
20607,176.791
1970,229.09
10420,135.48
8895,237.798
9979,105.072
13301,251.27
16586,282.929
1524,331.963
4058,196.27
17038,143.824
20840,122.742
21638,86.511
12007,101.036
19573,130.215
10179,271.088
22470,268.887
17224,32.84
12946,584.13
10143,19.197
8326,203.538
19575,245.677
16726,203.246
9593,12.81
15622,504.352
8313,3.98
6566,578.015
6318,89.323
9952,188.077
16692,427.075
10750,23.58
1725,257.287
6556,236.757
6871,159.216
9873,166.678
14702,206.906
8133,593.293
6897,512.436
4868,73.694
5335,0.0
6226,150.206
11900,172.092
7855,271.2
18678,-5.0
79,75.98
2279,18.147
5239,304.762
8580,458.597
13932,210.505
1244,332.017
11292,227.95
1864,223.899
16852,45.326
7273,346.145
21090,277.696
9596,0.0
7691,251.325
8024,0.0
13350,556.12
22693,517.33
22614,15.6
14911,15.149
3457,418.158
1217,338.78
21966,582.726
2607,198.162
18758,74.846
1066,17.901
15657,307.141
17654,517.244
1693,36.515
5311,483.949
18890,481.307
7019,411.465
19232,683.097
13353,253.677
14237,107.222
862,325.86
10456,59.072
15939,491.3
14617,881.76
3754,30.908
15786,292.041
16071,512.823
16881,140.224
19428,267.31
16897,303.008
19142,224.906
18728,126.632
15743,427.577
20023,438.011
679,350.173
10153,561.906
3340,42.34
4363,110.602
22060,312.631
3168,517.448
10012,166.219
20010,400.496
7858,469.19
1903,144.005
19049,18.11
5601,428.048
21967,36.946
16612,440.191
21936,193.287
17075,83.711
8078,299.905
19356,78.656
9349,253.817
21207,53.276
16534,526.522
527,90.05
9253,31.22
2483,132.087
14957,156.428
1766,283.564
22246,168.141
14319,98.16
21419,13.49
19447,235.52
13385,324.436
12014,320.321
7895,211.736
4518,414.79
3952,53.453
11736,123.784
5030,99.985
20459,268.797
13574,492.818
12966,66.0
21831,310.502
19216,13.043
6657,227.592
5771,18.603
20846,358.741
11230,319.684
4246,121.096
10934,156.22
12879,417.578
335,80.41
4567,6.75
22339,215.514
9771,60.03
3289,291.099
2011,162.03
3850,133.813
20819,191.594
1871,183.158
774,148.314
941,236.234
20269,79.554
14935,344.402
22451,153.196
19361,16.5
11669,741.789
18920,862.99
9226,125.431
16890,0.63
16286,274.286
13536,213.654
17853,146.846
17111,313.384
5452,127.41
11690,403.565
210,180.119
16501,253.825
20627,59.19
8046,37.828
1842,331.97
4985,160.627
12835,171.996
16225,93.918
11206,197.815
3454,91.274
6239,270.64
2150,280.701
21879,409.696
12386,227.981
18574,661.796
11262,0.0
18337,312.188
4970,130.733
14382,232.037
4785,106.348
10049,165.542
21704,229.909
21447,421.654
20829,193.206
20824,0.0
22788,169.539
1013,133.513
16551,295.711
21506,171.072
22829,225.839
16242,399.499
22008,89.72
11006,90.037
14641,490.497
12804,735.289
3890,134.919
13320,429.639
5724,104.204
21011,4.76
15072,115.086
4,389.5
22736,793.999
11178,9.096
17524,238.059
18369,110.103
3259,74.859
10779,719.472
10251,0.0
9331,113.503
17910,118.726
22678,1.91
8722,94.171
12685,198.376
268,0.0
380,355.288
9832,260.611
564,627.152
21209,245.042
10819,72.92
18211,544.833
10785,341.549
22131,246.22
22924,91.28
16378,35.9
4488,100.026
7029,481.985
3119,72.28
19597,285.2
4118,684.685
11926,164.123
10429,21.44
4462,629.564
16038,258.956
9839,105.635
4202,245.475
3677,98.398
1930,274.444
5820,662.116
10412,203.283
19567,547.333
20828,271.342
16091,119.776
13077,459.894
11661,133.591
15199,216.331
9266,13.759
9322,325.378
18689,442.231
20962,323.786
16398,303.233
16069,113.762
21758,414.71
1414,333.815
1323,463.234
21467,365.243
11887,83.08
4707,15.546
22823,166.646
11085,-11.634
12673,308.07
11535,154.685
12008,0.0
5436,412.857
20590,309.011
4756,157.414
12726,271.748
1056,312.892
3127,405.758
20512,239.848
13697,59.147
3663,78.844
10370,235.412
3193,513.897
13870,0.0
13414,641.014
22655,318.301
22392,217.822
5882,145.637
6036,0.68
8903,285.81
21387,169.5
18438,513.232
17742,60.992
17467,669.613
14633,14.056
21110,336.651
2230,368.305
1504,47.814
19614,142.593
14410,25.719
14313,682.151
5168,530.815
15792,-43.5
10388,685.899
15361,55.255
8463,98.982
21162,359.519
1535,9.23
21194,270.838
9329,226.957
1314,172.482
14993,28.1
14293,435.469
17776,586.399
7560,474.764
19438,208.319
7610,179.216
11765,123.126
232,117.967
5766,286.324
9720,149.818
5400,493.315
16116,38.154
3349,204.951
13874,245.205
11213,502.281
9729,232.504
